sentence,target_bigram,difficulty
guests expressed their honest preferences for the freshest forest ingredients,es,1
the guests expressed genuine interest in the forest and the fresh evening breeze,es,2
she stressed that the creative process needed rest and steady measurable progress,es,2
the professor tested the fresh forest water and stressed the best scientific results,es,2
guests requested the freshest ingredients and honestly expressed their thoughtful preferences,es,2
she stressed the best creative process and carefully tested the freshest forest water,es,2
the guests expressed their genuine preferences for the fresh forest evening breeze,es,2
the professor tested the forest water and stressed the best possible process,es,2
guests requested the freshest ingredients and the best possible forest resting experience,es,2
she stressed the best possible process and tested the freshest forest water results,es,2
the guests expressed genuine interest in the freshest forest breeze and the rest,es,2
the professor stressed the best possible process and tested the forest for results,es,2
guests genuinely expressed their honest preferences for the freshest forest ingredients available,es,2
she stressed the best possible process and carefully tested the forest for results,es,2
the guests expressed genuine interest in the forest and the very freshest breeze,es,2
the professor tested the very freshest forest water for the best scientific results,es,2
guests requested the freshest possible ingredients and honestly expressed their thoughtful preferences,es,2
she stressed the best possible process and tested the freshest possible results,es,2
the guests genuinely expressed their honest preferences for the freshest possible forest breeze,es,2
the professor stressed the best possible process for achieving the freshest forest results,es,2
guests genuinely expressed their honest preferences for the freshest possible forest ingredients,es,2
the guests expressed genuine and enthusiastic interest in the forest and the fresh evening breeze,es,3
she stressed that the creative process needed sufficient rest and steady and measurable progress,es,3
the professor tested the fresh forest water and stressed the best possible scientific results,es,3
